date,Omicron_BA2,Omicron_BA1,average_c,average_k,Omicron_BA2_lb,Omicron_BA2_ub,Omicron_BA1_lb,Omicron_BA1_ub,average_c_lb,average_c_ub,average_k_lb,average_k_ub
2022-06-11,0.9992205791703358,0.0007794208296642013,1.0,1.3282955736573903,0.9985244670032214,0.9995951048259,0.0004048951741000284,0.0014755329967786057,1.0,1.0,1.2958226024088295,1.370587637837925
2022-06-12,0.9992826269200074,0.0007173730799926448,1.0,1.328315959548151,0.9986324799437128,0.9996305665820812,0.00036943341791884077,0.0013675200562871526,1.0,1.0,1.2958546022948672,1.3706007848495432
2022-06-13,0.9993397381277236,0.0006602618722764131,1.0,1.3283347235298886,0.998732595141586,0.9996629234321094,0.00033707656789061513,0.001267404858414034,1.0,1.0,1.2958842623977032,1.3706127807552475
2022-06-14,0.9993923050993733,0.0006076949006267318,1.0,1.328351994495352,0.9988253887849811,0.9996924470756096,0.0003075529243904418,0.0011746112150189392,1.0,1.0,1.2959117534186877,1.3706237262843444
2022-06-15,0.9994406890327757,0.0005593109672242802,1.0,1.3283678911166819,0.9989113952066676,0.9997193854626768,0.0002806145373231983,0.0010886047933323928,1.0,1.0,1.2959372336591106,1.3706337133612942
2022-06-16,0.9994852224739453,0.0005147775260546661,1.0,1.3283825226524213,0.998991109898926,0.9997439648654917,0.0002560351345083367,0.001008890101073967,1.0,1.0,1.2959608499133872,1.3706428258737349
2022-06-17,0.9995262115810123,0.0004737884189877084,1.0,1.3283959896913302,0.9990649923148787,0.9997663917699683,0.00023360823003171216,0.0009350076851213363,1.0,1.0,1.2959827382989817,1.37065114037379
2022-06-18,0.9995639382106237,0.00043606178937627416,1.0,1.3284083848378763,0.9991334684708945,0.9997868546029414,0.0002131453970586339,0.0008665315291055409,1.0,1.0,1.2960030250273942,1.3706587267183994
2022-06-19,0.9995986618405219,0.0004013381594780707,1.0,1.3284197933439004,0.999196933363738,0.9998055253090832,0.0001944746909168238,0.000803066636261951,1.0,1.0,1.2960218271202653,1.3706656486539435
2022-06-20,0.9996306213410016,0.0003693786589984427,1.0,1.328430293690633,0.999255753215282,0.9998225607905519,0.00017743920944812697,0.0007442467847179612,1.0,1.0,1.2960392530743925,1.3706719643499752
2022-06-21,0.9996600366069656,0.000339963393034437,1.0,1.3284399581249082,0.9993102675567469,0.99983810422124,0.00016189577876002392,0.0006897324432530993,1.0,1.0,1.2960554034792087,1.370677726886461
2022-06-22,0.9996871100614242,0.00031288993857581104,1.0,1.3284488531531409,0.9993607911636727,0.9998522862464885,0.00014771375351152471,0.0006392088363272874,1.0,1.0,1.2960703715900341,1.3706829846985604
2022-06-23,0.9997120280404607,0.00028797195953933485,1.0,1.3284570399963593,0.9994076158520611,0.9998652260782053,0.00013477392179472858,0.0005923841479389402,1.0,1.0,1.2960842438602023,1.3706877819826275
2022-06-24,0.9997349620689131,0.00026503793108689777,1.0,1.3284645750093325,0.9994510121454477,0.9998770324944547,0.00012296750554530167,0.0005489878545522631,1.0,1.0,1.296097100434947,1.370692159066797
2022-06-25,0.999756070035319,0.00024392996468103334,1.0,1.3284715100666005,0.9994912308220067,0.9998878047518324,0.00011219524816763471,0.0005087691779932513,1.0,1.0,1.296109015609746,1.3706961527492356
2022-06-26,0.9997754972740176,0.00022450272598240062,1.0,1.328477892918001,0.9995285043501572,0.9998976334181913,0.0001023665818087327,0.00047149564984283465,1.0,1.0,1.2961200582556327,1.3706997966068648
2022-06-27,0.9997933775616838,0.0002066224383161508,1.0,1.3284837675160817,0.999563048220586,0.9999066011326619,9.339886733805702e-5,0.00043695177941405206,1.0,1.0,1.2961302922138231,1.3707031212771303
2022-06-28,0.99980983403502,0.0001901659649800047,1.0,1.3284891743176095,0.9995950621820495,0.9999147832992842,8.521670071581777e-5,0.00040493781795047923,1.0,1.0,1.2961397766618328,1.3707061547151556
2022-06-29,0.999824980035797,0.0001750199642029937,1.0,1.3284941505612111,0.9996247313877994,0.9999222487200433,7.775127995668374e-5,0.0003752686122006077,1.0,1.0,1.296148566453116,1.3707089224284341
